idade,renda,propriedadeCasa,tempoEmpregado,intensaoInvestimento,grauInvestimento,valorInvestimento,taxaJuros,situacaoInvestimento,retornoInvestimento,jaInvesteOunao,tempoInvestimento
34,111996,MORTGAGE,11.0,CONSOLIDAÇÃO DE DÍVIDAS,A,3000,7.74,0,0.03,N,10
27,38004,RENT,5.0,EDUCAÇÃO,C,15000,12.73,1,0.39,N,10
33,38016,RENT,10.0,EDUCAÇÃO,A,15000,6.17,1,0.39,N,9
27,112000,MORTGAGE,12.0,EDUCAÇÃO,C,15000,13.49,0,0.13,N,8
30,112000,PRÓPRIO,6.0,RISCO,A,12000,,0,0.11,N,10
30,112000,MORTGAGE,4.0,PERSONAL,D,8000,16.02,0,0.07,Y,10
32,112000,MORTGAGE,4.0,EDUCAÇÃO,B,14000,9.63,0,0.13,N,9
28,100000,MORTGAGE,4.0,RISCO,D,25000,,1,0.25,N,6
27,112000,MORTGAGE,5.0,PERSONAL,A,8000,6.17,0,0.07,N,8
28,112000,MORTGAGE,9.0,MELHORIA DE CASA,B,15000,11.12,0,0.13,N,7
29,112000,MORTGAGE,3.0,PERSONAL,D,25000,14.61,0,0.22,N,5
27,112000,MORTGAGE,9.0,EDUCAÇÃO,C,13000,13.57,0,0.12,N,10
34,112123,MORTGAGE,2.0,EDUCAÇÃO,A,12800,8.94,0,0.11,N,6
27,40000,RENT,0.0,MÉDICO,A,15000,6.91,1,0.38,N,10
28,112200,MORTGAGE,10.0,RISCO,A,6800,5.79,0,0.06,N,5
34,40000,RENT,2.0,PERSONAL,A,15000,,1,0.38,N,6
32,112445,MORTGAGE,4.0,CONSOLIDAÇÃO DE DÍVIDAS,A,6000,5.42,0,0.05,N,10
33,40000,RENT,15.0,PERSONAL,B,15000,9.88,1,0.38,N,5
27,112500,MORTGAGE,4.0,MELHORIA DE CASA,D,10400,15.62,0,0.09,Y,6
29,112500,MORTGAGE,11.0,EDUCAÇÃO,C,3000,13.35,0,0.03,N,10
27,34000,RENT,0.0,EDUCAÇÃO,E,15000,16.35,1,0.44,Y,10
27,112548,MORTGAGE,11.0,CONSOLIDAÇÃO DE DÍVIDAS,A,24000,,0,0.21,N,7
33,112732,PRÓPRIO,5.0,PERSONAL,B,5000,12.69,0,0.04,N,5
27,112921,MORTGAGE,11.0,MELHORIA DE CASA,E,19000,16.35,0,0.17,N,10
29,112992,MORTGAGE,13.0,CONSOLIDAÇÃO DE DÍVIDAS,A,8000,7.49,0,0.07,N,8
32,40277,RENT,5.0,MÉDICO,B,15000,11.71,1,0.37,N,8
28,40500,RENT,9.0,CONSOLIDAÇÃO DE DÍVIDAS,A,15000,7.88,1,0.37,N,5
27,113000,MORTGAGE,5.0,CONSOLIDAÇÃO DE DÍVIDAS,A,6425,6.03,0,0.06,N,7
33,113000,MORTGAGE,15.0,MÉDICO,C,5000,13.49,0,0.04,Y,9
28,27600,PRÓPRIO,2.0,MELHORIA DE CASA,A,6000,8.9,0,0.22,N,8
27,41000,RENT,6.0,EDUCAÇÃO,A,15000,8.49,1,0.37,N,8
27,41000,RENT,0.0,MÉDICO,B,15000,11.48,1,0.37,N,8
27,36000,RENT,11.0,MELHORIA DE CASA,D,15000,16.77,1,0.42,N,9
32,113000,MORTGAGE,0.0,MELHORIA DE CASA,E,15000,15.68,0,0.13,Y,5
32,113000,MORTGAGE,1.0,EDUCAÇÃO,A,5000,,0,0.04,N,6
27,113004,MORTGAGE,11.0,RISCO,A,15000,8.94,0,0.13,N,8
28,113300,MORTGAGE,12.0,RISCO,C,18000,12.99,0,0.16,N,6
29,42000,RENT,5.0,PERSONAL,B,15000,10.99,1,0.36,N,9
27,113400,PRÓPRIO,6.0,RISCO,B,2100,11.99,0,0.02,N,7
34,113500,PRÓPRIO,4.0,MELHORIA DE CASA,A,3000,6.39,0,0.03,N,8
27,113800,MORTGAGE,3.0,MÉDICO,A,7500,8.63,0,0.07,N,10
33,114000,MORTGAGE,0.0,EDUCAÇÃO,D,16000,16.77,0,0.14,N,5
34,102000,MORTGAGE,0.0,MELHORIA DE CASA,C,7200,13.49,1,0.07,N,5
28,114000,MORTGAGE,12.0,RISCO,E,8000,18.64,0,0.07,N,10
30,114000,MORTGAGE,14.0,MÉDICO,A,7200,6.03,0,0.06,N,8
28,114000,MORTGAGE,4.0,CONSOLIDAÇÃO DE DÍVIDAS,A,12000,,0,0.11,N,5
28,114000,MORTGAGE,13.0,MELHORIA DE CASA,A,26000,8.49,0,0.23,N,5
30,114000,MORTGAGE,13.0,CONSOLIDAÇÃO DE DÍVIDAS,A,9975,5.42,0,0.09,N,10
28,27504,PRÓPRIO,4.0,PERSONAL,B,2000,11.12,0,0.07,N,8
35,114000,MORTGAGE,11.0,EDUCAÇÃO,B,7000,11.49,0,0.06,N,10
27,114000,MORTGAGE,7.0,EDUCAÇÃO,C,20000,13.06,0,0.18,Y,8
32,27500,PRÓPRIO,1.0,RISCO,D,5000,14.59,0,0.18,Y,10
29,114000,MORTGAGE,11.0,MÉDICO,A,14000,,0,0.12,N,6
32,86700,MORTGAGE,16.0,MÉDICO,D,20000,14.74,1,0.2,N,9
33,114000,MORTGAGE,2.0,CONSOLIDAÇÃO DE DÍVIDAS,C,21000,13.16,0,0.18,N,9
28,114400,MORTGAGE,0.0,PERSONAL,A,12000,7.29,0,0.1,N,6
33,114400,MORTGAGE,3.0,PERSONAL,C,20000,13.48,0,0.17,N,5
30,114400,MORTGAGE,14.0,RISCO,A,8000,8.94,0,0.07,N,7
29,42500,RENT,9.0,RISCO,A,15000,7.88,1,0.35,N,7
33,114996,MORTGAGE,0.0,PERSONAL,B,7450,11.71,0,0.06,N,5
31,114996,MORTGAGE,8.0,CONSOLIDAÇÃO DE DÍVIDAS,A,15000,6.92,0,0.13,N,8
32,103000,MORTGAGE,0.0,PERSONAL,E,33000,18.64,1,0.32,N,6
30,43000,RENT,3.0,RISCO,A,15000,,1,0.35,N,8
33,115000,MORTGAGE,3.0,PERSONAL,A,14000,6.03,0,0.12,N,8
28,115000,MORTGAGE,12.0,EDUCAÇÃO,A,22000,7.51,0,0.19,N,7
27,115000,MORTGAGE,11.0,PERSONAL,B,14400,12.69,0,0.13,N,6
29,115000,MORTGAGE,4.0,RISCO,B,22000,12.69,0,0.19,N,10
27,44000,RENT,2.0,MÉDICO,B,15000,,1,0.34,N,6
29,44000,RENT,0.0,PERSONAL,B,15000,11.86,1,0.34,N,9
31,115000,MORTGAGE,15.0,MÉDICO,B,10000,12.42,0,0.09,N,6
27,44000,RENT,2.0,MÉDICO,B,15000,11.48,1,0.34,N,5
28,44104,RENT,4.0,RISCO,B,15000,,1,0.34,N,10
32,44400,RENT,5.0,RISCO,D,15000,16.49,1,0.34,Y,5
28,115000,MORTGAGE,11.0,MELHORIA DE CASA,A,5000,7.51,0,0.04,N,8
32,44400,RENT,13.0,MÉDICO,A,15000,7.88,1,0.34,N,9
29,115000,MORTGAGE,13.0,CONSOLIDAÇÃO DE DÍVIDAS,A,5000,6.03,0,0.04,N,9
32,115000,MORTGAGE,0.0,MELHORIA DE CASA,A,7200,7.9,0,0.06,N,10
28,115000,MORTGAGE,3.0,MÉDICO,A,18500,,0,0.16,N,7
27,115000,MORTGAGE,2.0,MÉDICO,A,1000,5.99,0,0.01,N,8
33,115000,MORTGAGE,1.0,CONSOLIDAÇÃO DE DÍVIDAS,A,16800,5.42,0,0.15,N,6
28,115000,MORTGAGE,8.0,MÉDICO,A,28000,,0,0.24,N,5
28,115000,MORTGAGE,2.0,PERSONAL,B,18000,10.59,0,0.16,N,10
33,115000,MORTGAGE,6.0,MÉDICO,C,10500,13.49,0,0.09,N,9
27,115000,MORTGAGE,1.0,CONSOLIDAÇÃO DE DÍVIDAS,A,5000,8.49,0,0.04,N,6
28,115000,MORTGAGE,3.0,MELHORIA DE CASA,A,25000,7.49,0,0.22,N,6
29,115000,MORTGAGE,3.0,MÉDICO,C,22000,15.23,0,0.19,Y,7
29,115000,MORTGAGE,7.0,EDUCAÇÃO,D,8100,16.49,0,0.07,Y,10
27,115000,MORTGAGE,11.0,RISCO,B,5000,,0,0.04,N,5
29,115000,PRÓPRIO,12.0,EDUCAÇÃO,D,35000,15.28,0,0.3,Y,5
29,115000,MORTGAGE,10.0,RISCO,C,5600,13.43,0,0.05,Y,8
28,115000,MORTGAGE,3.0,PERSONAL,C,4500,12.68,0,0.04,N,7
27,115000,MORTGAGE,0.0,EDUCAÇÃO,A,12000,7.29,0,0.1,N,6
28,103000,MORTGAGE,12.0,MELHORIA DE CASA,C,20000,14.17,1,0.19,Y,9
28,115000,MORTGAGE,12.0,CONSOLIDAÇÃO DE DÍVIDAS,B,18000,10.37,0,0.16,N,7
27,115000,MORTGAGE,3.0,MELHORIA DE CASA,A,24000,,0,0.21,N,7
35,45000,RENT,3.0,CONSOLIDAÇÃO DE DÍVIDAS,C,15000,,1,0.33,N,8
33,39000,RENT,4.0,CONSOLIDAÇÃO DE DÍVIDAS,E,15000,17.56,1,0.38,Y,5
34,115000,MORTGAGE,11.0,MÉDICO,A,6000,5.79,0,0.05,N,9
31,115000,MORTGAGE,4.0,RISCO,C,6500,13.98,0,0.06,N,9
27,115000,MORTGAGE,11.0,MÉDICO,A,8000,7.51,0,0.07,N,7
33,115000,MORTGAGE,10.0,MÉDICO,B,25000,11.86,0,0.22,N,8
35,115000,MORTGAGE,4.0,MELHORIA DE CASA,C,7200,13.85,0,0.06,Y,10
29,115000,MORTGAGE,3.0,CONSOLIDAÇÃO DE DÍVIDAS,C,4000,13.48,0,0.03,N,10
28,115000,MORTGAGE,12.0,RISCO,C,16000,13.85,0,0.14,Y,8
27,115000,MORTGAGE,3.0,EDUCAÇÃO,A,6300,6.76,0,0.05,N,10
27,27000,PRÓPRIO,1.0,RISCO,A,6000,8.0,0,0.22,N,6
33,115000,PRÓPRIO,2.0,RISCO,B,14400,11.14,0,0.13,N,5
27,115000,MORTGAGE,4.0,MÉDICO,C,9600,12.87,0,0.08,N,9
29,115000,MORTGAGE,11.0,EDUCAÇÃO,C,20000,13.79,0,0.17,Y,6
32,115000,MORTGAGE,3.0,EDUCAÇÃO,E,20000,16.95,0,0.17,Y,7
28,115000,MORTGAGE,6.0,MELHORIA DE CASA,A,10000,8.0,0,0.09,N,8
32,45400,RENT,4.0,PERSONAL,B,15000,12.18,1,0.33,N,6
32,115200,MORTGAGE,3.0,MÉDICO,A,10200,,0,0.09,N,9
34,45600,RENT,6.0,CONSOLIDAÇÃO DE DÍVIDAS,B,15000,11.48,1,0.33,N,9
29,115742,MORTGAGE,13.0,PERSONAL,A,7000,6.62,0,0.06,N,8
27,115752,MORTGAGE,6.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,11.36,0,0.09,N,7
27,116000,MORTGAGE,11.0,CONSOLIDAÇÃO DE DÍVIDAS,A,18000,7.49,0,0.16,N,10
28,116000,PRÓPRIO,7.0,RISCO,C,12000,13.49,0,0.1,Y,6
27,116000,PRÓPRIO,3.0,MÉDICO,A,6000,7.29,0,0.05,N,7
28,116000,MORTGAGE,12.0,RISCO,A,14000,7.51,0,0.12,N,6
27,47000,RENT,,CONSOLIDAÇÃO DE DÍVIDAS,A,15000,8.49,1,0.32,N,10
32,116000,MORTGAGE,15.0,EDUCAÇÃO,B,21600,10.62,0,0.19,N,9
28,116000,MORTGAGE,10.0,MÉDICO,B,25000,12.18,0,0.22,N,10
27,29040,RENT,11.0,CONSOLIDAÇÃO DE DÍVIDAS,C,1800,13.23,1,0.06,Y,5
33,116000,MORTGAGE,5.0,EDUCAÇÃO,C,15000,12.84,0,0.13,N,7
33,116004,MORTGAGE,12.0,MÉDICO,C,8200,13.85,0,0.07,N,9
31,116004,MORTGAGE,13.0,MÉDICO,A,6775,8.59,0,0.06,N,10
29,33048,RENT,2.0,MÉDICO,C,1800,12.53,0,0.05,N,8
32,104400,MORTGAGE,17.0,CONSOLIDAÇÃO DE DÍVIDAS,A,24000,8.9,1,0.23,N,5
35,26400,PRÓPRIO,19.0,RISCO,A,6600,5.99,0,0.25,N,8
30,116500,MORTGAGE,9.0,CONSOLIDAÇÃO DE DÍVIDAS,C,15000,14.79,0,0.13,Y,7
29,35000,RENT,12.0,CONSOLIDAÇÃO DE DÍVIDAS,A,1800,5.42,0,0.05,N,7
29,117000,MORTGAGE,14.0,RISCO,A,7800,8.9,0,0.07,N,8
33,117000,MORTGAGE,17.0,MELHORIA DE CASA,A,20000,6.17,0,0.17,N,6
31,117000,MORTGAGE,5.0,MELHORIA DE CASA,A,3600,6.91,0,0.03,N,5
33,117000,MORTGAGE,2.0,MELHORIA DE CASA,A,18000,,0,0.15,N,8
34,36129,RENT,3.0,CONSOLIDAÇÃO DE DÍVIDAS,C,1800,14.22,0,0.05,Y,9
30,117500,MORTGAGE,0.0,EDUCAÇÃO,A,13500,8.49,0,0.11,N,7
29,117500,PRÓPRIO,1.0,RISCO,A,20000,6.17,0,0.17,N,9
30,117500,MORTGAGE,3.0,PERSONAL,A,17500,7.37,0,0.15,N,6
31,117516,MORTGAGE,3.0,MÉDICO,C,21000,13.49,0,0.18,N,5
29,117600,MORTGAGE,13.0,CONSOLIDAÇÃO DE DÍVIDAS,C,14400,12.99,0,0.12,Y,6
33,26400,PRÓPRIO,13.0,RISCO,B,7000,11.36,0,0.27,N,9
27,117832,MORTGAGE,4.0,MELHORIA DE CASA,A,12500,6.17,0,0.11,N,7
27,117996,MORTGAGE,4.0,CONSOLIDAÇÃO DE DÍVIDAS,A,16000,7.9,0,0.14,N,10
31,118000,MORTGAGE,8.0,MÉDICO,B,6000,12.69,0,0.05,N,9
27,118000,MORTGAGE,3.0,PERSONAL,A,10000,6.17,0,0.08,N,6
30,118000,MORTGAGE,0.0,PERSONAL,C,5000,13.92,0,0.04,Y,9
28,47881,RENT,12.0,CONSOLIDAÇÃO DE DÍVIDAS,B,15000,,1,0.31,N,7
29,118374,MORTGAGE,13.0,RISCO,C,3500,13.49,0,0.03,Y,6
29,118400,MORTGAGE,11.0,EDUCAÇÃO,A,35000,7.9,0,0.3,N,8
27,118500,MORTGAGE,4.0,CONSOLIDAÇÃO DE DÍVIDAS,A,15000,6.91,0,0.13,N,9
28,48000,RENT,5.0,PERSONAL,B,15000,11.99,1,0.31,N,7
27,119000,MORTGAGE,0.0,MÉDICO,B,8800,,0,0.07,N,7
34,26000,PRÓPRIO,7.0,MELHORIA DE CASA,B,6000,12.42,0,0.23,N,8
28,119000,MORTGAGE,2.0,MÉDICO,B,5325,10.38,0,0.04,N,7
30,119000,MORTGAGE,14.0,PERSONAL,C,25000,12.73,0,0.21,Y,8
29,26000,PRÓPRIO,5.0,RISCO,B,4500,11.71,0,0.17,N,5
32,119000,MORTGAGE,12.0,PERSONAL,B,18000,10.99,0,0.15,N,7
27,119000,PRÓPRIO,5.0,EDUCAÇÃO,A,5000,7.51,0,0.04,N,5
34,119000,MORTGAGE,10.0,MELHORIA DE CASA,A,6000,,0,0.05,N,10
32,119000,MORTGAGE,10.0,MÉDICO,C,9000,13.47,0,0.08,N,7
27,107450,MORTGAGE,11.0,PERSONAL,G,24000,20.86,1,0.22,Y,10
29,119500,MORTGAGE,6.0,MELHORIA DE CASA,C,6800,13.16,0,0.06,Y,10
29,119604,MORTGAGE,0.0,CONSOLIDAÇÃO DE DÍVIDAS,A,5000,9.32,0,0.04,N,5
30,119700,MORTGAGE,2.0,MELHORIA DE CASA,A,9500,8.94,0,0.08,N,10
33,120000,MORTGAGE,3.0,EDUCAÇÃO,A,14050,8.9,0,0.12,N,7
32,120000,MORTGAGE,3.0,CONSOLIDAÇÃO DE DÍVIDAS,A,8000,8.9,0,0.07,N,6
27,120000,MORTGAGE,2.0,EDUCAÇÃO,A,17000,6.03,0,0.14,N,5
34,26000,PRÓPRIO,0.0,MÉDICO,A,3000,8.49,0,0.12,N,9
28,26000,PRÓPRIO,3.0,MELHORIA DE CASA,A,2500,7.49,0,0.1,N,8
29,48000,RENT,2.0,PERSONAL,B,15000,11.36,1,0.31,N,8
29,120000,MORTGAGE,11.0,RISCO,B,16000,12.42,0,0.13,N,9
29,120000,MORTGAGE,2.0,EDUCAÇÃO,A,35000,8.9,0,0.29,N,7
29,120000,MORTGAGE,8.0,MÉDICO,A,28000,7.9,0,0.23,N,8
29,120000,MORTGAGE,3.0,EDUCAÇÃO,B,20000,11.71,0,0.17,N,5
29,42000,RENT,0.0,PERSONAL,E,15000,14.25,1,0.36,N,9
28,48500,RENT,0.0,MÉDICO,C,15000,12.99,1,0.31,Y,7
28,48500,RENT,4.0,PERSONAL,C,15000,12.87,1,0.31,Y,8
27,120000,MORTGAGE,11.0,EDUCAÇÃO,B,20000,10.65,0,0.17,N,8
29,120000,MORTGAGE,12.0,RISCO,B,12000,10.65,0,0.1,N,9
30,48564,RENT,3.0,RISCO,B,15000,10.75,1,0.31,N,9
29,120000,MORTGAGE,2.0,PERSONAL,D,7000,,0,0.06,N,8
27,120000,MORTGAGE,4.0,CONSOLIDAÇÃO DE DÍVIDAS,C,15000,13.49,0,0.13,Y,6
30,43992,RENT,2.0,PERSONAL,D,15000,13.24,1,0.34,N,7
33,120000,MORTGAGE,14.0,RISCO,B,2000,12.69,0,0.02,N,9
27,50000,RENT,3.0,RISCO,D,15000,16.77,0,0.3,N,5
29,120000,MORTGAGE,1.0,RISCO,B,5000,9.91,0,0.04,N,7
29,120000,MORTGAGE,2.0,MELHORIA DE CASA,B,6900,10.65,0,0.06,N,6
27,120000,MORTGAGE,0.0,MELHORIA DE CASA,A,10000,6.62,0,0.08,N,10
31,120000,MORTGAGE,0.0,RISCO,A,12000,6.03,0,0.1,N,6
30,120000,MORTGAGE,15.0,EDUCAÇÃO,A,11000,6.03,0,0.09,N,5
34,120000,MORTGAGE,0.0,MÉDICO,A,7100,8.9,0,0.06,N,8
31,120000,MORTGAGE,6.0,MÉDICO,A,28000,8.9,0,0.23,N,9
27,120000,MORTGAGE,0.0,PERSONAL,A,7000,7.49,0,0.06,N,9
35,120000,MORTGAGE,2.0,PERSONAL,A,8000,,0,0.07,N,10
28,120000,PRÓPRIO,7.0,RISCO,B,5000,10.65,0,0.04,N,6
32,120000,MORTGAGE,7.0,PERSONAL,D,28250,16.77,0,0.24,Y,9
34,120000,MORTGAGE,2.0,EDUCAÇÃO,B,4200,12.69,0,0.04,N,6
27,120000,MORTGAGE,,CONSOLIDAÇÃO DE DÍVIDAS,A,20000,7.51,0,0.17,N,6
29,120000,MORTGAGE,7.0,CONSOLIDAÇÃO DE DÍVIDAS,B,20000,12.42,0,0.17,N,6
34,25800,PRÓPRIO,18.0,EDUCAÇÃO,A,10000,8.94,0,0.39,N,9
28,50000,RENT,4.0,PERSONAL,A,15000,7.49,0,0.3,N,6
27,120000,PRÓPRIO,11.0,MÉDICO,B,4800,10.99,0,0.04,N,10
34,120000,PRÓPRIO,4.0,RISCO,B,7800,10.99,0,0.07,N,9
30,120000,MORTGAGE,3.0,PERSONAL,B,6000,10.99,0,0.05,N,7
30,120000,MORTGAGE,12.0,CONSOLIDAÇÃO DE DÍVIDAS,B,7200,9.99,0,0.06,N,9
28,120000,MORTGAGE,3.0,MÉDICO,A,14500,5.42,0,0.12,N,8
27,120000,MORTGAGE,3.0,PERSONAL,B,14000,11.99,0,0.12,N,10
32,108000,MORTGAGE,13.0,CONSOLIDAÇÃO DE DÍVIDAS,D,8400,15.99,1,0.08,N,7
30,44000,RENT,4.0,CONSOLIDAÇÃO DE DÍVIDAS,A,15000,6.54,1,0.34,N,5
29,120000,PRÓPRIO,10.0,PERSONAL,B,18000,11.49,0,0.15,N,10
30,120000,MORTGAGE,13.0,EDUCAÇÃO,B,15000,,0,0.13,N,8
28,91800,MORTGAGE,6.0,MÉDICO,D,10000,16.89,1,0.09,Y,8
31,120000,MORTGAGE,15.0,PERSONAL,B,7500,10.99,0,0.06,N,9
27,120000,MORTGAGE,11.0,PERSONAL,A,8000,5.99,0,0.07,N,6
30,120000,MORTGAGE,8.0,MELHORIA DE CASA,B,3000,11.49,0,0.03,N,8
30,108000,MORTGAGE,0.0,CONSOLIDAÇÃO DE DÍVIDAS,B,4925,,1,0.05,N,9
31,120000,MORTGAGE,8.0,EDUCAÇÃO,A,20000,7.49,0,0.17,N,6
28,120000,MORTGAGE,4.0,PERSONAL,D,8000,15.62,0,0.07,N,7
30,120000,MORTGAGE,3.0,MELHORIA DE CASA,B,15000,10.99,0,0.13,N,6
31,108000,MORTGAGE,11.0,CONSOLIDAÇÃO DE DÍVIDAS,C,35000,13.49,1,0.32,N,10
27,50000,RENT,1.0,RISCO,C,15000,13.16,0,0.3,N,9
34,50000,RENT,0.0,MELHORIA DE CASA,C,15000,12.72,0,0.3,Y,9
35,120000,MORTGAGE,4.0,MÉDICO,B,8850,10.99,0,0.07,N,7
33,120000,MORTGAGE,6.0,MÉDICO,A,4500,5.99,0,0.04,N,5
28,50000,RENT,1.0,EDUCAÇÃO,C,15000,10.28,0,0.3,N,5
32,120000,MORTGAGE,0.0,MELHORIA DE CASA,A,6600,7.49,0,0.06,N,7
27,120000,MORTGAGE,10.0,CONSOLIDAÇÃO DE DÍVIDAS,A,7000,5.99,0,0.06,N,5
29,120000,PRÓPRIO,4.0,RISCO,A,7000,8.49,0,0.06,N,7
28,120000,MORTGAGE,11.0,EDUCAÇÃO,B,14400,10.74,0,0.12,N,10
30,120000,PRÓPRIO,14.0,RISCO,C,10000,13.06,0,0.08,Y,8
33,120000,MORTGAGE,4.0,PERSONAL,A,6000,6.92,0,0.05,N,8
29,120000,PRÓPRIO,5.0,MÉDICO,B,8000,11.11,0,0.07,N,10
33,120000,MORTGAGE,3.0,MÉDICO,A,14000,7.29,0,0.12,N,8
29,120000,MORTGAGE,8.0,CONSOLIDAÇÃO DE DÍVIDAS,A,5000,5.42,0,0.04,N,9
30,120000,MORTGAGE,6.0,MÉDICO,A,9600,7.66,0,0.08,N,9
28,120000,MORTGAGE,11.0,MELHORIA DE CASA,C,5000,13.06,0,0.04,N,5
28,120000,MORTGAGE,12.0,EDUCAÇÃO,A,10000,5.42,0,0.08,N,6
32,50880,RENT,6.0,PERSONAL,F,15000,20.25,0,0.29,Y,5
34,120000,MORTGAGE,10.0,EDUCAÇÃO,B,20000,10.37,0,0.17,N,10
27,120000,MORTGAGE,11.0,MELHORIA DE CASA,B,18000,10.74,0,0.15,N,6
30,120000,MORTGAGE,9.0,CONSOLIDAÇÃO DE DÍVIDAS,B,18400,9.63,0,0.15,N,9
29,25000,PRÓPRIO,8.0,MÉDICO,C,6500,13.49,0,0.26,N,9
29,25000,PRÓPRIO,5.0,MÉDICO,C,10000,13.49,0,0.4,Y,5
28,91800,MORTGAGE,4.0,MÉDICO,D,20000,15.28,1,0.19,N,6
30,120000,MORTGAGE,12.0,EDUCAÇÃO,A,6000,5.42,0,0.05,N,9
30,120000,MORTGAGE,3.0,EDUCAÇÃO,B,8000,10.37,0,0.07,N,9
33,120000,MORTGAGE,17.0,PERSONAL,A,15000,5.79,0,0.13,N,9
27,51395,RENT,11.0,RISCO,B,15000,10.99,0,0.29,N,6
29,120000,PRÓPRIO,11.0,CONSOLIDAÇÃO DE DÍVIDAS,D,5000,14.09,0,0.04,Y,6
27,120000,MORTGAGE,11.0,PERSONAL,C,8000,12.61,0,0.07,N,9
34,120000,MORTGAGE,4.0,MÉDICO,A,16800,6.91,0,0.14,N,6
30,120000,MORTGAGE,1.0,EDUCAÇÃO,B,4800,10.36,0,0.04,N,8
29,120000,MORTGAGE,13.0,RISCO,A,10000,6.17,0,0.08,N,8
32,120000,MORTGAGE,13.0,EDUCAÇÃO,B,2000,,0,0.02,N,5
28,120000,MORTGAGE,5.0,MÉDICO,C,22000,13.72,0,0.18,Y,6
34,108000,MORTGAGE,4.0,CONSOLIDAÇÃO DE DÍVIDAS,G,25000,20.03,1,0.23,N,8
27,120000,MORTGAGE,2.0,EDUCAÇÃO,A,7000,7.14,0,0.06,N,10
33,120000,PRÓPRIO,1.0,EDUCAÇÃO,A,6000,7.14,0,0.05,N,10
31,120000,MORTGAGE,6.0,PERSONAL,D,25000,16.32,0,0.21,Y,7
30,120000,MORTGAGE,6.0,EDUCAÇÃO,A,14000,7.88,0,0.12,N,6
32,120000,MORTGAGE,16.0,MELHORIA DE CASA,B,5600,10.75,0,0.05,N,10
28,120000,PRÓPRIO,1.0,PERSONAL,D,3600,14.84,0,0.03,N,9
32,52800,RENT,3.0,PERSONAL,D,15000,16.29,0,0.28,N,6
32,120000,MORTGAGE,9.0,RISCO,A,8000,7.51,0,0.07,N,7
28,120000,MORTGAGE,0.0,PERSONAL,B,20000,,0,0.17,N,5
29,120000,MORTGAGE,1.0,RISCO,B,23000,11.49,0,0.19,N,5
33,24000,RENT,3.0,EDUCAÇÃO,B,1600,8.88,0,0.07,N,6
28,24000,RENT,0.0,MÉDICO,D,1600,15.05,1,0.07,N,5
27,120000,MORTGAGE,4.0,RISCO,A,8400,7.14,0,0.07,N,8
30,120000,MORTGAGE,5.0,CONSOLIDAÇÃO DE DÍVIDAS,B,5000,10.38,0,0.04,N,9
27,120000,MORTGAGE,5.0,MELHORIA DE CASA,D,25000,15.95,0,0.21,N,9
33,25200,RENT,3.0,MÉDICO,E,1600,16.69,1,0.06,N,6
32,120000,MORTGAGE,16.0,RISCO,B,25000,10.99,0,0.21,N,6
29,120000,MORTGAGE,7.0,RISCO,C,12000,13.48,0,0.1,N,7
27,120000,MORTGAGE,11.0,PERSONAL,A,7000,6.76,0,0.06,N,5
29,120000,MORTGAGE,5.0,MÉDICO,B,9000,10.25,0,0.07,N,10
31,120000,MORTGAGE,9.0,MÉDICO,A,10000,7.51,0,0.08,N,7
27,91800,MORTGAGE,4.0,MÉDICO,D,25000,16.07,1,0.23,N,9
29,120000,MORTGAGE,10.0,PERSONAL,A,4700,7.14,0,0.04,N,6
27,108000,MORTGAGE,11.0,CONSOLIDAÇÃO DE DÍVIDAS,D,25000,14.96,1,0.23,Y,9
33,30000,RENT,0.0,CONSOLIDAÇÃO DE DÍVIDAS,B,1600,10.25,0,0.05,N,9
28,120000,MORTGAGE,12.0,MELHORIA DE CASA,A,6000,7.74,0,0.05,N,5
29,120000,PRÓPRIO,3.0,EDUCAÇÃO,A,7500,7.74,0,0.06,N,8
29,120000,MORTGAGE,2.0,PERSONAL,C,20000,13.92,0,0.17,N,6
31,120000,MORTGAGE,0.0,RISCO,B,20000,11.14,0,0.17,N,9
30,38400,RENT,6.0,CONSOLIDAÇÃO DE DÍVIDAS,C,1600,13.49,0,0.04,N,10
29,120000,MORTGAGE,13.0,MELHORIA DE CASA,A,7000,8.94,0,0.06,N,10
27,33000,RENT,11.0,MELHORIA DE CASA,D,1600,16.89,1,0.05,Y,5
31,40000,RENT,9.0,RISCO,A,1600,,0,0.04,N,8
31,40000,RENT,0.0,MÉDICO,C,1600,14.79,0,0.04,N,8
30,120000,MORTGAGE,14.0,RISCO,D,7500,15.65,0,0.06,N,5
35,34000,RENT,1.0,RISCO,D,1600,14.84,1,0.05,Y,6
30,42000,RENT,1.0,PERSONAL,B,1600,10.37,0,0.04,N,6
32,36000,RENT,5.0,CONSOLIDAÇÃO DE DÍVIDAS,D,1600,14.09,1,0.04,Y,9
31,25000,PRÓPRIO,4.0,MELHORIA DE CASA,B,3075,11.83,0,0.12,N,5
29,42000,RENT,4.0,RISCO,G,1600,19.16,0,0.04,Y,6
29,43200,RENT,4.0,EDUCAÇÃO,C,1600,13.49,0,0.04,N,10
31,120000,MORTGAGE,9.0,RISCO,A,9000,8.94,0,0.07,N,6
27,120000,MORTGAGE,11.0,EDUCAÇÃO,E,20000,,0,0.17,Y,7
27,120000,MORTGAGE,4.0,PERSONAL,C,6000,13.79,0,0.05,N,10
